constructor,status,date,circuit,year,race
Ferrari,Finished,2018-10-21,United States Grand Prix,2018,18
Red Bull,Finished,2018-10-21,United States Grand Prix,2018,18
Mercedes,Finished,2018-10-21,United States Grand Prix,2018,18
Ferrari,Finished,2018-10-21,United States Grand Prix,2018,18
Mercedes,Finished,2018-10-21,United States Grand Prix,2018,18
Renault,Finished,2018-10-21,United States Grand Prix,2018,18
Renault,Finished,2018-10-21,United States Grand Prix,2018,18
Force India,Finished,2018-10-21,United States Grand Prix,2018,18
Toro Rosso,Finished,2018-10-21,United States Grand Prix,2018,18
Sauber,Finished,2018-10-21,United States Grand Prix,2018,18
McLaren,Finished,2018-10-21,United States Grand Prix,2018,18
Toro Rosso,Finished,2018-10-21,United States Grand Prix,2018,18
Williams,Finished,2018-10-21,United States Grand Prix,2018,18
Williams,Finished,2018-10-21,United States Grand Prix,2018,18
Sauber,Accident,2018-10-21,United States Grand Prix,2018,18
Red Bull,Electrical,2018-10-21,United States Grand Prix,2018,18
Haas F1 Team,Accident,2018-10-21,United States Grand Prix,2018,18
McLaren,Accident,2018-10-21,United States Grand Prix,2018,18
Force India,Disqualified,2018-10-21,United States Grand Prix,2018,18
Haas F1 Team,Disqualified,2018-10-21,United States Grand Prix,2018,18
Red Bull,Finished,2018-10-28,Mexican Grand Prix,2018,19
Ferrari,Finished,2018-10-28,Mexican Grand Prix,2018,19
Ferrari,Finished,2018-10-28,Mexican Grand Prix,2018,19
Mercedes,Finished,2018-10-28,Mexican Grand Prix,2018,19
Mercedes,Finished,2018-10-28,Mexican Grand Prix,2018,19
Renault,Finished,2018-10-28,Mexican Grand Prix,2018,19
Sauber,Finished,2018-10-28,Mexican Grand Prix,2018,19
McLaren,Finished,2018-10-28,Mexican Grand Prix,2018,19
Sauber,Finished,2018-10-28,Mexican Grand Prix,2018,19
Toro Rosso,Finished,2018-10-28,Mexican Grand Prix,2018,19
Force India,Finished,2018-10-28,Mexican Grand Prix,2018,19
Williams,Finished,2018-10-28,Mexican Grand Prix,2018,19
Williams,Finished,2018-10-28,Mexican Grand Prix,2018,19
Toro Rosso,Finished,2018-10-28,Mexican Grand Prix,2018,19
Haas F1 Team,Finished,2018-10-28,Mexican Grand Prix,2018,19
Haas F1 Team,Finished,2018-10-28,Mexican Grand Prix,2018,19
Red Bull,Engine,2018-10-28,Mexican Grand Prix,2018,19
Force India,Tyre,2018-10-28,Mexican Grand Prix,2018,19
Renault,Suspension,2018-10-28,Mexican Grand Prix,2018,19
McLaren,Engine,2018-10-28,Mexican Grand Prix,2018,19
Mercedes,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Red Bull,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Ferrari,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Red Bull,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Mercedes,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Ferrari,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Sauber,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Haas F1 Team,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Haas F1 Team,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Force India,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Toro Rosso,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Renault,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Toro Rosso,Finished,2018-11-11,Brazilian Grand Prix,2018,20
McLaren,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Force India,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Williams,Finished,2018-11-11,Brazilian Grand Prix,2018,20
McLaren,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Williams,Finished,2018-11-11,Brazilian Grand Prix,2018,20
Renault,Overheating,2018-11-11,Brazilian Grand Prix,2018,20
Sauber,Accident,2018-11-11,Brazilian Grand Prix,2018,20
Mercedes,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Ferrari,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Red Bull,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Red Bull,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Mercedes,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Renault,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Sauber,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Force India,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Haas F1 Team,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Haas F1 Team,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
McLaren,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Toro Rosso,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Williams,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
McLaren,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Williams,Finished,2018-11-25,Abu Dhabi Grand Prix,2018,21
Toro Rosso,Engine,2018-11-25,Abu Dhabi Grand Prix,2018,21
Force India,Engine,2018-11-25,Abu Dhabi Grand Prix,2018,21
Sauber,Engine,2018-11-25,Abu Dhabi Grand Prix,2018,21
Ferrari,Engine,2018-11-25,Abu Dhabi Grand Prix,2018,21
Renault,Accident,2018-11-25,Abu Dhabi Grand Prix,2018,21
Mercedes,Finished,2019-03-17,Australian Grand Prix,2019,1
Mercedes,Finished,2019-03-17,Australian Grand Prix,2019,1
Red Bull,Finished,2019-03-17,Australian Grand Prix,2019,1
Ferrari,Finished,2019-03-17,Australian Grand Prix,2019,1
Ferrari,Finished,2019-03-17,Australian Grand Prix,2019,1
Haas F1 Team,Finished,2019-03-17,Australian Grand Prix,2019,1
Renault,Finished,2019-03-17,Australian Grand Prix,2019,1
Alfa Romeo,Finished,2019-03-17,Australian Grand Prix,2019,1
Racing Point,Finished,2019-03-17,Australian Grand Prix,2019,1
Toro Rosso,Finished,2019-03-17,Australian Grand Prix,2019,1
Red Bull,Finished,2019-03-17,Australian Grand Prix,2019,1
McLaren,Finished,2019-03-17,Australian Grand Prix,2019,1
Racing Point,Finished,2019-03-17,Australian Grand Prix,2019,1
Toro Rosso,Finished,2019-03-17,Australian Grand Prix,2019,1
Alfa Romeo,Finished,2019-03-17,Australian Grand Prix,2019,1
Williams,Finished,2019-03-17,Australian Grand Prix,2019,1
Williams,Finished,2019-03-17,Australian Grand Prix,2019,1
Haas F1 Team,Tyre,2019-03-17,Australian Grand Prix,2019,1
Renault,Accident,2019-03-17,Australian Grand Prix,2019,1
McLaren,Engine,2019-03-17,Australian Grand Prix,2019,1
Mercedes,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Mercedes,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Ferrari,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Red Bull,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Ferrari,Finished,2019-03-31,Bahrain Grand Prix,2019,2
McLaren,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Alfa Romeo,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Red Bull,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Toro Rosso,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Racing Point,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Alfa Romeo,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Toro Rosso,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Haas F1 Team,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Racing Point,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Williams,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Williams,Finished,2019-03-31,Bahrain Grand Prix,2019,2
Renault,Engine,2019-03-31,Bahrain Grand Prix,2019,2
Renault,Fluid systems,2019-03-31,Bahrain Grand Prix,2019,2
McLaren,Accident,2019-03-31,Bahrain Grand Prix,2019,2
Mercedes,Finished,2019-04-14,Chinese Grand Prix,2019,3
Mercedes,Finished,2019-04-14,Chinese Grand Prix,2019,3
Ferrari,Finished,2019-04-14,Chinese Grand Prix,2019,3
Red Bull,Finished,2019-04-14,Chinese Grand Prix,2019,3
Ferrari,Finished,2019-04-14,Chinese Grand Prix,2019,3
